Date,Campaign name,Ad set name,Age,Gender,Amount spent (USD),Return on ad spend (ROAS),country,audience description,Total investment,corection factor
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.49,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.73,3662.897243
7/16/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.22,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.95,3658.031881
7/17/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.13,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.08,3655.159932
7/18/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.04,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.12,3654.27671
7/19/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.08,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.2,3652.510904
7/20/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.13,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.33,3649.64329
7/21/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.12,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.45,3646.998261
7/22/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.17,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.62,3643.254416
7/23/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.16,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.78,3639.734308
7/24/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.22,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",3,3634.899713
7/25/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",3.05,3633.801837
7/26/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.09,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",3.14,3631.826497
7/28/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.03,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",3.31,3628.098227
7/29/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.09,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",3.4,3626.125986
7/30/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.32,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",3.72,3619.122255
7/31/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.43,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",4.15,3609.732289
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.58,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",4.73,3597.105334
8/2/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.88,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",5.61,3578.031491
8/3/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.66,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",6.27,3563.792512
8/4/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.74,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.89,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.89,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.32,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.32,3694.233804
7/13/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.35,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.67,3686.430299
7/14/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.41,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.08,3677.310014
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.63,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.71,3663.339869
7/16/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.35,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.06,3655.601624
7/17/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.27,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.33,3649.64329
7/18/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.28,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.61,3643.474536
7/19/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.19,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.8,3639.294534
7/20/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.19,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.99,3635.119328
7/21/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.18,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",3.17,3631.168288
7/22/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.27,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",3.44,3625.249779
7/23/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.22,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",3.66,3620.434424
7/24/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.33,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",3.99,3613.22338
7/25/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.22,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",4.21,3608.423999
7/26/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.15,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",4.36,3605.155349
7/27/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.27,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",4.63,3599.279239
7/28/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.21,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",4.84,3594.715554
7/30/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.52,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",5.58,3578.680068
7/31/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.39,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",5.97,3570.257737
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.6,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",6.57,3557.338995
8/2/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,1.2,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",7.77,3531.641577
8/3/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.36,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",8.13,3523.968611
8/4/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.46,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.57,7.488903693,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.95,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.17,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.14,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.14,3698.253464
7/13/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.21,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.35,3693.564285
7/14/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.34,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.69,3685.984883
7/15/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.45,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.14,3675.977232
7/16/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.2,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.34,3671.538112
7/18/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.18,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.77,3662.012151
7/19/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.23,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",2,3656.927018
7/20/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.25,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",2.25,3651.407709
7/21/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.42,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",2.67,3642.154017
7/22/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.37,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",3.04,3634.021386
7/23/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.23,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",3.27,3628.975122
7/26/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.2,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",4.31,3606.24457
7/27/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.16,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",4.47,3602.760221
7/28/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.28,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",4.75,3596.67071
7/30/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.28,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",5.37,3583.223395
7/31/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.61,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",5.98,3570.042041
8/1/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.93,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",6.91,3550.039135
8/2/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,1.31,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",8.22,3522.052976
8/3/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.69,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",8.91,3507.400993
8/4/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.95,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.86,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.85,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.24,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.27,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.27,3695.425507
7/13/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.58,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.85,3682.660566
7/14/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.5,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.35,3671.691703
7/15/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.88,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",2.23,3652.465794
7/16/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.47,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",2.7,3642.238687
7/17/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.36,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.06,3634.42453
7/18/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.17,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.23,3630.740341
7/19/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.39,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.62,3622.302483
7/21/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.73,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",4.93,3594.103234
7/22/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.48,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",5.41,3583.82573
7/23/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.45,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",5.86,3574.217264
7/24/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.72,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",6.58,3558.897271
7/25/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.46,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",7.04,3549.143894
7/26/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.3,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",7.34,3542.797401
7/27/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.55,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",7.89,3531.191624
7/28/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.51,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",8.4,3520.463879
7/29/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.3,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",8.7,3514.168671
7/30/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.6,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",9.3,3501.612006
7/31/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.55,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",9.85,3490.141147
8/1/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.84,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",10.69,3472.694497
8/2/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,1.02,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",11.71,3451.626486
8/3/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.91,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",12.62,3432.93842
8/4/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.81,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.58,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.14,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
7/13/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.41,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.46,3691.110422
7/14/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.31,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.77,3684.203756
7/16/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.31,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",1.45,3669.098882
7/18/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.23,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",1.93,3658.473919
7/19/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.18,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.11,3654.497495
7/20/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.3,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.41,3647.879724
7/21/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.06,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.47,3646.557609
7/22/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.21,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.68,3641.933977
7/23/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.21,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",2.89,3637.316207
7/24/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.33,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",3.22,3630.07154
7/25/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.29,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",3.51,3623.716926
7/26/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.22,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",3.73,3618.903607
7/27/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.24,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",3.97,3613.660004
7/29/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.15,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",4.46,3602.977895
7/30/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.28,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",4.74,3596.888015
7/31/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.31,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",5.05,3590.157655
8/1/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.77,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",5.82,3573.494747
8/2/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,1.1,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",6.92,3549.82466
8/3/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.76,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",7.68,3533.562428
8/4/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.47,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.36,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,male,0.26,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0.26,3695.573204
7/13/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,male,0.72,2.227032986,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0.98,3679.532387
7/14/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,male,0.36,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",1.34,3671.538107
7/15/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,male,0.52,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",1.86,3660.021468
7/16/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,male,0.26,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.12,3654.276702
7/17/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,male,0.18,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.3,3650.304839
